title,title_id,genre,authors,weekdays,length,subscribers,views,likes,status,synopsis,rating,year
Paw-ther Knows Best,6090,COMEDY,"GaeCho, MiTi",SUNDAY,Short,75553,3390579,434418,COMPLETED,"Ayah yang meninggal pada hari pernikahan putrinya, ternyata bereinkarnasi menjadi anjing yang dipelihara di rumah pasangan pengantin baru! Sang Ayah mulai curiga, tampaknya ada perselingkuhan dari menantunya yang tampak sempurna! Ayah bertekad melindungi putrinya dari menantu yang lebih buruk dari anjing.",5,2024
Not Just a Secretary,6089,ROMANCE,"Park Dayeon, KYU",WEDNESDAY,Medium,168361,7780107,430169,COMPLETED,"Yoon Sein, sekretaris yang telah membantu General Manager Shin Taehun selama tiga tahun, tiba-tiba mengajak Taehun untuk menghabiskan malam bersamanya sekali saja. Setelah malam itu, Shin Taehun jadi sangat ingin memiliki Yoon Sein.
Sebenarnya apa yang terjadi di antara mereka?",5,2024
My Comeback as the Youngest Member,6088,DRAMA,"mattgom, Kang seoul",MONDAY,Medium,89231,3421559,474679,ONGOING,"Do Seohan, yang gagal dalam idol survival show terkenal “Stardust Project”, selalu dibayang-bayangi oleh mimpi masa lalunya. Tak pernah meraih kesuksesan, Seohan hanya bisa bekerja sambilan untuk melewati hari-harinya. Namun, akibat sebuah kejadian yang menimpanya, tiba-tiba ia terbangun dan kembali ke 8 tahun lalu, tepat sebelum “Stardust Project” dimulai! Jiwanya 8 tahun lebih tua dari kontestan lainnya, tapi sekarang ia yang termuda di antara mereka. Apakah kali ini Seohan akan berhasil debut sebagai idol? ",3.3,2024
Stick to the Friend Zone,6087,ROMANCE,"hu yeong, The Clever, Kwonzzi",SATURDAY,Short,242576,8612172,580764,COMPLETED,"Moon Dayul selalu bersama Ji Seojun sejak dia kecil hingga SMA. Akibat ketampanan dan kepopuleran Seojun, masa sekolah Dayul menjadi penuh tantangan.

Setelah memutuskan untuk tidak lagi terlibat dengan teman masa kecilnya itu, suatu hari Dayul terbangun di sebuah kamar hotel dengan Seojun yang tertidur di sebelahnya. Inikah akhir dari persahabatan mereka yang sudah terjalin selama 29 tahun?",5,2024
Hawar in the Winter Garden,6086,ROMANTIC FANTASY,"Raret, dancheong, Minato",THURSDAY,Short,180801,7393398,662618,COMPLETED,"Dikarenakan pernikahan politik yang tak bisa ia tolak, Putri Canola harus meninggalkan kerajaannya dan pergi ke Tripol, wilayah dingin yang amat jauh. Pada pertemuan pertama Canola dengan tunangannya, Canola langsung jatuh cinta! Namun lelaki yang bernama Edel itu bersikap dingin padanya sejak awal, begitu pula dengan rakyat Kerajaan Tripol yang menganggap Canola sebagai orang asing dan mengabaikannya. Tapi, Canola tak terlalu ambil pusing… karena ada hal yang lebih rumit: sebelum Canola benar-benar melaksanakan pernikahannya, ia harus lulus tiga ujian! Bisakah Canola melewati ujian-ujian tersebut dan meluluhkan hati Edel? ",3.3,2024
"Baper Dikit, Gak Ngaruh!",6039,SLICE OF LIFE,M.E.A.W,"TUESDAY, SATURDAY",Short,46404,3578618,475996,COMPLETED,"Aster sudah sahabatan dengan Bulan dari kuliah, dan selama itu juga dia memupuk rasa suka pada Bulan. Tapi Aster, yang biasa dipanggil Ash itu, cuma bisa menahan perasaannya karena bestienya suka sama teman masa kecilnya, Alex! Baper dikit, harusnya gak ngaruh lah ya?",5,2024
Kekar Jelita,6038,COMEDY,"BROTOSUKIRMAN, PINEE","THURSDAY, SUNDAY",Medium,96549,4840161,573623,HIATUS,"Setelah pertemanan dengan orang yang dia anggap sahabat berakhir tragis, Bina bertekad untuk berolahraga agar menjadi cantik jelita dan disukai semua orang namun tanpa disadari usahanya ternyata terlalu keras kini badannya menjadi kekar...",5,2024
Are Adventurers Given Worker Compensation?,6025,FANTASY,LICO,TUESDAY,Short,50684,1362999,94153,COMPLETED,"Seo Sahyuk, seorang manager dari perusahaan developer game mengabaikan gameplay dan ""malas"" dengan pengguna yang tidak mau mengeluarkan uang.

Karena keinginan kerasnya untuk menghasilkan uang sampai membuatnya terus lembur, Sahyuk tewas karena kelelahan. Saat membuka matanya lagi.... dia masuk ke dunia game penuh siksaan buatannya! Bagaimana ini?!",5,2024
When the Mad Emperor Holds Me,6003,ROMANTIC FANTASY,"Rata, Flowermeat, Yim Hye",WEDNESDAY,Short,153933,4132803,281257,HIATUS,"Putri Celeste, yang menjadi korban penyalahgunaan kekuasaan, melihat pernikahan sebagai kesempatan untuk menyelamatkan dirinya. Namun, dia tidak menyadari bahwa 'kesempatan' ini malah menjadi awal tragedi cinta segitiga yang rumit. Apakah dia akan memilih Terkan, seorang pria tampan nan misterius atau Batizo, Kaisar Kellineph yang menyerupai binatang buas?",5,2024
I Thought I Tamed the Villain,6002,ROMANTIC FANTASY,"AMA, Park Sin, Seo Yerim",MONDAY,Medium,46791,1583512,138014,COMPLETED,"Iris kira, dia bisa membuat Theo menjadi seorang yang baik dan mengubah nasib anak-anak panti asuhan. Tapi, sepertinya Theo juga memiliki rencananya sendiri...",5,2024
Imperfect Cinderella Story,6001,ROMANCE,"Jorim, HoneyBomb",SATURDAY,Long,255905,14740329,1435628,ONGOING,"Sepeninggal orang tuanya, Jung Yion dipekerjakan sebagai pembantu di rumah seorang konglomerat. Ia pun bermimpi untuk keluar dari kehidupan lamanya dengan cara menyisihkan uang sebanyak mungkin.

Suatu hari, Yion mendapat lamaran yang terasa bagai 'durian runtuh' dari Hyun Maehwa, teman masa kecil sekaligus adalah anak terakhir di keluarga konglomerat tempatnya bekerja.

Ternyata Jung Yion memiliki enam penolong yang terikat dengan nasibnya, yang ia kira akan membawa keberuntungan finansial. Saat itu, ia belum tahu bahwa pernikahan ini adalah perjanjian kontrak yang sangat tidak adil.

Bisakah 'Cinderella' melarikan diri dari Sang Pangeran yang kurang beruntung?",5,2024
Just Twilight,6000,ROMANCE,"Kang Ki, Woo Jihye",SUNDAY,Medium,1139361,56828833,4216351,COMPLETED,"Yoon Junyoung menemukan rumah kosong! Tapi ternyata, teman sekelasnya, Kwon Beomjin, juga menemukan rumah yang sama. Punya tujuan dan alasannya masing-masing, apakah Junyoung dan Beomjin akan menghabiskan waktu bersama dengan akur?",4,2024
My Naughty Deity,5999,ROMANCE,Seo-Ah,MONDAY,Short,318742,13910525,875206,COMPLETED,"Jeon Haessal, guru etika yang menjalani hidup tanpa ambisi sejak kecil. Siapa sangka Haessal dipertemukan oleh Dewa Ambisi dan Kenikmatan, bernama Dionisos? Dionisos mengganggu kehidupan Haessal karena dirinya yang tidak pernah dipenuhi ambisi bisa membuat ""minuman"" yang kuat! Bisakah Dewa ini membangkitkan ambisi dari diri Haessal?",5,2024
They All Live in the Little Lady's Garden,5998,ROMANTIC FANTASY,"Youngrak, Pado, gumori, Ko Winter",SATURDAY,Medium,292735,12388882,914843,HIATUS,"Berkat raja roh, Eve dilahirkan kembali dengan kemampuan mengendalikan roh. Kasih sayang orang tua dan kedua kakak laki-lakinya tak terhingga, dan pasukan prajurit terus mengikutinya dan berharap bisa menjadi pengawal pribadinya. Baik penguasa dunia iblis maupun pangeran juga selalu berlomba-lomba untuk mendapatkan perhatiannya! “Ayo berlutut di depan anak imut kami!” seru para roh yang telah membuat perjanjian dengannya. Semua orang akan tunduk pada kegemasan Eve!",5,2024
Weapon Creator,5997,FANTASY,"gangjae, Seo Tae rang",FRIDAY,Short,65500,2098184,151965,ONGOING,"Shin Junseo adalah support kelas D yang memiliki kemampuan menciptakan senjata, namun tak dianggap sebagai awakener karena kekurangan mana. Dalam penyerbuan dungeon pertamanya, muncul sebuah monster yang tak terduga yang membuat Shin Junseo berada dalam situasi bahaya. Namun karena situasi itulah, sebuah kekuatan misterius muncul dalam dirinya... Ia mewarisi ingatan dan pengalaman dari kehidupan sebelumnya! Bisakah Shin Junseo menghentikan kehancuran dunia di kehidupannya kali ini dan menjadi support terkuat?",5,2024
The Boy Next Door,5996,ROMANCE,"mozi, sommu",WEDNESDAY,Medium,117996,5038258,440653,ONGOING,"Pria yang nyaris menghabiskan malam bersama Do Yijin saat ia mabuk ternyata adalah Jung Woogyeom, anak tetangganya 12 tahun yang lalu. Setelah 9 tahun tak bertemu dengannya, Woogyeom sedikit berbeda dengan sosok anak SD dalam ingatan Yijin. Ketika Yijin memintanya untuk berpura-pura menjadi pacarnya, Woogyeom tiba-tiba menciumnya, dan berkata dia ingin berpacaran sungguhan?! Bagaimana Yijin menjalani hubungan dengan pria yang lebih muda 6 tahun darinya tersebut?",5,2024
The Fake Saintess Awaits Her Exit,5995,ROMANTIC FANTASY,"Kimpuckpuck, pine",TUESDAY,Medium,303818,17154773,1156442,ONGOING,"Sebelum mati, aku merasuki tubuh Evelina, seorang saintess yang telah melakukan banyak kejahatan. Namun, karena kekuatan sucinya yang hilang dan tertuduhnya Evelina sebagai saintess palsu, tubuhku akan segera dilahap kobaran api. Tak rela menerima nasib seperti itu, aku memutuskan untuk memulihkan hubungan burukku dengan para tokoh utama pria dan menghindari kematian! Namun pada suatu hari aku tiba-tiba mendapatkan perintah… “Jika ingin terus hidup dengan tubuh Evelina, tidurlah dengan seorang pria!”
",5,2024
Night of the Goblin,5993,FANTASY,"dool, munsik",THURSDAY,Medium,85762,3711708,216789,ONGOING,"Choi Siwoo, seorang murid yang berusaha untuk menjadi kurus selalu gagal dengan berbagai cara. Suatu hari, saat sedang berlari yang menjadi rutinitas sehatnya, Siwoo bertemu dengan seorang hakim pengawas siluman.
Dari pertemuan ini, Siwoo memasuki dunia siluman dan mengetahui bahwa dirinya ternyata memiliki darah goblin!
Apa yang terjadi pada kehidupan Siwoo setelah memasuki dunia siluman dan mengetahui fakta itu?",3.35,2024
Life of 16!,5982,COMEDY,Ameva Laura,"MONDAY, THURSDAY",Short,99283,3601900,513974,COMPLETED,Cerita sehari-hari tentang para 16 karakter yang berbeda!,3.1,2023
Marry Me Instead,5959,ROMANCE,Tin,MONDAY,Medium,79620,2888523,198761,COMPLETED,"Ju Hakyung, calon penerus Hotel Juwon, tengah dihadapkan pada pernikahan bisnis. Tiga minggu sebelum pernikahannya, ia menerima lamaran... Namun lamaran tersebut bukan datang dari calon mempelai pria, melainkan adik dari orang yang seharusnya ia nikahi! 

Seketika, muncul firasat buruk bahwa alur hidup Hakyung akan menyimpang dari jalur yang semestinya lurus—bersama dengan pria yang dulu merupakan partner kenakalan pertamanya di masa remaja.",2.65,2023
Boss Return,5946,ACTION,Seijun Yang,TUESDAY,Medium,79320,4240177,255738,COMPLETED,"Setelah dikhianati dan dibunuh oleh orang yang paling dia percayai, Baek Kanghun—bos gangster bertaraf nasional, hidup kembali sebagai siswa SMA! Mampukah dia menjalani kehidupan baru tanpa kekerasan demi mencegah terulangnya tragedi terbesar dalam hidupnya?",5,2023
Tales of the Martial Scribe,5945,FANTASY,"Team Pegasus, Barking Dog, CHOE Hyun-woo",THURSDAY,Medium,23942,1065878,73412,ONGOING,"Sonbin merasa putus asa setelah gagal dalam ujian nasional yang dinodai dengan kecurangan. Dalam keputusasaannya, Sa Jahyeok muncul dan meminta Sonbin untuk menjadi penulis biografinya. Bersama, mereka memulai perjalanan menjelajahi dunia. Kisah dunia seni bela diri seperti apa yang akan dicatat oleh pena Sonbin? Dan bagaimana kelanjutan kisah Sonbin yang terjun ke dalam dunia seni bela diri?",5,2023
Returned by the King,5944,ACTION,"KIMU, JakieRay, Ansoseoul",SUNDAY,Long,166268,9619654,554485,ONGOING,"Kim Taehyun, seorang unawakened tiba-tiba mendapatkan kekuatan dan menjadi awakened! Dengan kekuatan yang kini dimilikinya, Taehyun mengumpulkan skill-skill baru, bahkan bertarung dengan villain! Bagaimana petualangan awakened baru ini?",5,2023
I Became the Mother of the Evil Male Lead,5943,ROMANTIC FANTASY,"C.shoes, C.night, peril",SATURDAY,Medium,939269,51610375,3893899,COMPLETED,"Ketika aku membuka mata, aku menyadari bahwa aku telah menjadi tokoh novel berjudul ""Sayap yang Robek""! Kini aku harus menjalani hidup sebagai Sherryl, ibu dari tokoh utama yang terkenal kejam, Cartischel. Untungnya, aku masih punya waktu untuk mengubah masa depan. Aku gemetar memikirkan anakku di masa depan... tapi saat masih bocah begini, Cartischel terlalu lucu dan menggemaskan! Tidak mungkin aku membiarkan anak yang imut ini tumbuh menjadi seseorang yang mengurung dan menyakiti tokoh utama wanita, kan?",5,2023
"Peka, Dong!",5942,ROMANCE,GURI,THURSDAY,Medium,94579,4445472,470957,ONGOING,"Saking positifnya menanggapi segala hal, Yoon Jiho dinilai sangat tidak peka. Bahkan, dia tidak menyadari bahwa Seo Danwoo, sahabatnya, diam-diam telah lama menyimpan perasaan padanya.

Bisakah perasaan Danwoo tersampaikan pada Jiho yang super nggak peka?

Inilah cerita komedi romantis yang paling tidak peka di zaman ini.",5,2023
Return of the Hell King,5941,ACTION,BARUNFLOWER,WEDNESDAY,Medium,125217,6454585,432976,ONGOING,"Neraka telah hancur.

Sungai yang dulunya mengalirkan darah kini hanya mengalirkan air biasa, dan wajan yang seharusnya memanggang mayat hidup telah menjadi dingin.

Raja neraka yang telah pensiun kini memilih jalan reinkarnasi demi mencari kebahagiaan pribadinya. Namun, karena kekacauan yang terjadi di neraka dan penggantinya yang hilang, dia tidak dapat menempuh jalan reinkarnasi.

Dia harus mencari Teolbo, sang penerus raja neraka dan mengembalikan keadaan seperti semula.",5,2023
I Think I Married the Wrong Guy,5936,ROMANTIC FANTASY,"E en, sing-nanda, villus, Kim Daham",SUNDAY,Short,258400,8850869,646566,HIATUS,"Aku, yang takut dengan semua hal, membaca sebuah novel seram berkali-kali demi membangun keberanianku… tapi aku malah masuk ke dalam dunia novel tersebut! Sebelum cerita dalam novel itu dimulai, aku yang kini menjadi Nadia Vine memutuskan untuk menjauh dari ibu kota yang menakutkan dan menikah dengan seorang baron miskin di pedesaan. Namun, pada hari pernikahanku… yang muncul adalah seorang pria yang berlumuran darah! Tampangnya pun khas penjahat mengerikan! Apakah aku telah menikahi orang yang salah?!",5,2023
The Price is Your Everything,5935,ROMANTIC FANTASY,"Haco, studio neulbom, Gones",FRIDAY,Medium,311278,15809257,1349179,ONGOING,"Setelah dijadikan alat oleh kakak tiri dan putri mahkota, serta mengalami kekerasan dari suami dan keluarga angkatnya, Nerys, sang permaisuri kekaisaran, kini malah diracuni!

Saat menghadapi kematian, ia mengutuk semua orang yang telah menyiksa dirinya. Namun, Nerys kembali ke umur 12 tahun, titik awal dari semua penderitaannya. Dengan diberikannya kesempatan tersebut, ia bertekad untuk balas dendam dan memastikan agar orang-orang yang menyakitinya membayar atas semua perbuatan mereka!",5,2023
The Top Dungeon Farmer,5934,FANTASY,"Lee Ha-kyung, Lim hyung, sdcknight",THURSDAY,Medium,131894,9097359,1179269,HIATUS,"Suatu hari, sebuah menara misterius tiba-tiba muncul di tengah kota. Meskipun menara itu penuh dengan medan yang berbahaya dan monster-monster yang mengancam, ada juga peluang untuk mendapatkan banyak harta tersembunyi.

Sejun, seorang pemuda yang menjalani kehidupan biasa, secara tak terduga diundang ke dalam menara tersebut. Dia merasa senang karena berpikir bahwa ia juga bisa jadi kaya raya. Namun, bertentangan dengan harapannya, Sejun malah terjatuh ke dalam situasi yang sama sekali tidak ia duga...",5,2023
My Villainous Family Won't Let Me Be,5933,ROMANTIC FANTASY,"hatti, mitchu, Lee Huin",TUESDAY,Medium,332310,16024856,1341184,ONGOING,"Terbangun menjadi Elodie Perdia, anak 'haram' Duke Perdia membuat dirinya dan orang sekitarnya bingung. Elodie menjadi aneh dan memulai menyusun rencana kepergiannya tiga tahun ke depan. Tapi kenapa? Apa yang Elodie rencanakan?",5,2023
What the Evil Dragon Lives For,5932,ROMANTIC FANTASY,"manubi, Honaran, lemonfrog",SUNDAY,Long,208922,9271365,814060,ONGOING,"Karena terlalu memiliki kepribadian dan sifat yang terlalu baik, Elaine dijadikan tumbal untuk jadi santapan Rabess, si naga jahat. Tapi, ternyata Rabess mengenal Elaine dan malah memberi kesempatan untuk Elaine mengajukan tiga permintaan. Apakah Rabess sudah berubah jadi naga baik? Atau ada tujuan lain yang dimaksud Rabess?",5,2023
Go Away Romeo,5931,ROMANCE,Paintword,SATURDAY,Long,182670,6437173,554490,COMPLETED,"Rosaline percaya bahwa dia dan Romeo ditakdirkan untuk menjadi kekasih, tetapi sebuah tragedi tak terduga terjadi. Romeo meninggal pada hari yang sama dengan sepupunya, Juliet.

Beberapa bulan kemudian Rosaline menyadari bahwa kenangan terakhir Romeo adalah anak mereka. Namun, ketika dia mengetahui pengkhianatan Romeo, hati Rosaline menjadi hancur.

Tidak ada lagi yang harus dicintai dan dilindungi oleh Rosaline kecuali anaknya. Keinginan terakhir Rosaline adalah untuk menjaga segala hal yang dia sayangi dari Romeo.",5,2023
Reincarnated as an Unruly Heir,5930,FANTASY,"Jeon madu, zaemu, eunho",WEDNESDAY,Long,60392,3335974,221310,ONGOING,"Yang Ja Gak, Putra Sulung Pemimpin Aliansi Murim, terlibat dalam kekacauan politik dan diracuni. Yang Ja Gak terbangun dalam tubuh Cheonma, wakil pemimpin kultus iblis, yang berhasil mempelajari ilmu beladiri surgawi iblis. Cheonma adalah orang yang menyukai kenikmatan duniawi dan menggunakan kekuasaannya untuk melakukan kejahatan yang melebihi iblis.

Mengapa Yang Jagak harus berada di tubuh seorang anggota kultus iblis?!
",5,2023
Please Notice Jasmine!,5929,ROMANTIC FANTASY,"Kim Green, Nightorange",TUESDAY,Short,159804,6481616,314879,COMPLETED,"Jasmine, yang sudah lama menyimpan cinta bertepuk sebelah tangan kepada Duke Iron, terlibat dalam cinta satu malam karena mabuk. 
Jasmine, yang berusaha mengakhiri cinta bertepuk sebelah tangannya, justru semakin terlibat dengan Duke Iron. Kisah cinta manis antara dua bangsawan ini berkembang, di mana mereka saling mengganggu satu sama lain di siang hari, namun sangat cocok di malam hari.",5,2023
May the Holy One Come,5928,ROMANTIC FANTASY,"Roju, ludas, ddoo, Minato",MONDAY,Short,197197,7225025,537786,COMPLETED,"Kota jadi kacau karena para penyihir! Terutama penyihir bermata merah, Penyihir Agung Vieni. Inspektur Mac Clarte ingin menumpas semua penyihir itu dalam waktu setengah tahun, apakah keduanya bisa bekerja sama untuk agenda itu walau mereka belum memiliki rasa percaya terhadap satu sama lain? ",5,2023
My Demon ,5926,ROMANCE,"conyang, CHOI A-IL",TUESDAY,Short,217896,3843501,224130,ONGOING,"Kehidupan Do Dohee awalnya seperti kebanyakan pemimpin perusahaan besar, sibuk memimpin rapat dan menghadiri acara-acara berkaitan dengan bisnisnya. Namun, semua berubah ketika dirinya bertemu dan terlibat pernikahan kontrak dengan seorang pria misterius yang dijodohkan oleh bibinya, Jung Guwon. Sebenarnya, siapa Jung Guwon ini? Apa yang diinginkan pria itu?



Diangkat dari serial drama My Demon",5,2023
Radiant Shelter,5865,FANTASY,AUTHORLABIL,SUNDAY,Short,21257,423867,39702,COMPLETED,"Sebuah Markas Militer melakukan percobaan rahasia dan menghasilkan manusia super. Ervin adalah salah satu diantaranya. Suatu hari, markas militer tersebut meledak dan Ervin harus memulai hidup baru di tengah masyarakat biasa sambil menjalani berbagai misi untuk membayar biaya hidupnya.",5,2023
Can't Get Enough of You,5858,ROMANCE,"QuornQuorn, VODAUVEU",SATURDAY,Long,1003888,52760486,3004968,ONGOING,"Kehidupan Kim Taejoon begitu sempurna, dari penampilan hingga latar belakangnya. Hanya saja, ia dihantui oleh kecelakaan mobil yang merenggut hidup kedua orang tuanya saat ia masih kecil. Di usianya yang ke-30, Taejoon memutuskan untuk menemui anak perempuan dari sang pria penyebab kecelakaan, Han Soeun, yang ternyata bekerja sebagai teknisi servis ponsel di perusahaan yang dipimpin Taejoon sendiri! Bagaimana Taejoon akan menyikapi kehadiran Soeun dalam hidupnya? Apakah nasib Soeun akan baik-baik saja?",5,2023
The Stellar Swordmaster,5857,FANTASY,"juno, Hong Dae Ui",TUESDAY,Medium,121980,7111517,563007,HIATUS,"Vlad, seorang gelandangan dari daerah kumuh yang ingin menjadi seorang ksatria. Hinggai suatu hari dia tersambar petir hitam... Dan semenjak itu dia dapat mendengar suara seseorang di kepalanya setiap kali ia memegang sesuatu yang berupa pedang! ",5,2023
The Baek Clan's Sickly Young Master,5856,FANTASY,"GWA-JANG, danbak, vido",MONDAY,Medium,84289,3878729,328395,ONGOING,"Walau terlahir kembali sebagai anak pertama dari keluarga klan Baek yang berkuasa, Baek Yigang menderita penyumbatan chi yang membuatnya tidak bisa menjadi penerus sang ayah. Di tengah pengasingannya, ia dikejar-kejar oleh sekelompok pembunuh bayaran. Saat terdesak, dia mengambil sebuah pedang karatan yang ternyata adalah milik Sang Pedang Abadi. Berkat itu, Yigang berhasil selamat dan juga mengobarkan niatnya untuk kembali berlatih dan menyembuhkan dirinya. ",5,2023
Ayo Kencan Hari Ini,5855,ROMANCE,Various Artists,"MONDAY, TUESDAY, WEDNESDAY, THURSDAY, FRIDAY, SATURDAY, SUNDAY",Medium,80675,3670885,328740,COMPLETED,"Sudah lama jomblo? Kangen rasanya berkencan?

Ini dia, pengalaman kencan 2D rasa 3D yang membuat hati berdebar-debar!
Setiap harinya akan ada cowok tampan dan cewek cantik untuk menemani hari-hari para pria dan wanita pencari cinta.

Tunggu apa lagi, ayo kencan hari ini!",5,2023
Warrior Grandpa and His Supreme Granddaughter,5853,FANTASY,"Kim Myunghyun, IRON Shin, Ilhyang",THURSDAY,Medium,70424,4679204,478906,HIATUS,"Yu Jinsan, ketua dari keluarga Yugajang, sudah siap mewariskan keluarga ke anak dan cucunya di hari tua. Tapi siapa sangka, seluruh keluarganya dibantai di saat Yu Jinsan sedang pergi dan hanya menyisakan cucu terkecilnya yang masih bayi bernama Seol. Yu Jinsan yang hampir mengakhiri hidupnya pun akhirnya mengganti rencananya, ia akan membalas dendam kepada pelaku yang membunuh keluarganya sambil menjaga Yoo Seol tumbuh dewasa!",5,2023
The Emperor's Sword,5852,FANTASY,"RYU SHIN, RED HOOK, IM MU SEONG",WEDNESDAY,Medium,129276,7703935,475206,ONGOING,"Ju Yunmun, pewaris takhta Kekaisaran Hongwu, dikhianati pamannya sendiri dan terasingkan dari kekaisaran! Di saat kematian menghampirinya, ia diselamatkan oleh dua pengikut setia kaisar. Dengan bantuan pengikut tersebut, Ju Yunmun terlahir kembali setelah menerima jiwa dua ahli bela diri—“Cheonma”, Sang Iblis Agung, dan “Hyeneung”, Patriark Keenam Shaolin. Dengan kekuatan barunya, Ju Yunmun pun memulai perjalanannya untuk menjadi sosok terkuat di dunia!",5,2023
Married to a Beastly Duke,5850,ROMANTIC FANTASY,"Kim Seunghyuk, Na Yang, Herb Park",SUNDAY,Medium,268254,11681555,890312,COMPLETED,"Kehidupan Luke Staton, seorang Grand Duke Staton dengan penampilan seram yang dijuluki Duke Monster ini selalu dipenuhi dengan ketakutan atau bisikan orang-orang sekitarnya. Namun berbeda dengan saat dirinya bertemu dengan Nadia Masha, yang mencuri hati Luke dengan kelembutan dan ketulusan hatinya.
Memberanikan diri untuk melamar Nadia, kini Luke dan Nadia hidup bersama. Apa Nadia ingat pertemuan pertama mereka?",5,2023
The Greatest Heiress of the Empire,5849,ROMANTIC FANTASY,"HANGANG, fairydragon",FRIDAY,Medium,172502,7164816,604927,COMPLETED,"Estelle, ""wanita hantu"" yang tadinya memiliki nama belakang Brienne, kini menjadi Estelle Mercedes. Mercedes yang tadinya diingat sebagai nama keluarga yang tak lagi ada, ternyata masih memiliki keturunan yang tersisa. Estelle yang seharusnya menjadi pemeran sampingan, kini bertemu dengan Claude Carlstein, si pemeran utama pria. Apakah keturunan terakhir Mercedes ini akan mengubah keseluruhan jalan cerita?",5,2023
My Resentful Husband Lost His Memories,5848,ROMANTIC FANTASY,"L.C, KAREMANDU, Sisse",TUESDAY,Medium,290851,11791291,1016888,ONGOING,"Lily Everett adalah anak angkat keluarga Duke Everett yang terkenal kejam. Setelah tinggal di rumah yang bagaikan neraka selama bertahun-tahun, ia akhirnya dinikahkan dengan Theodore Valentino, satu-satunya anggota keluarga Valentino yang tersisa akibat kehancuran yang disebabkan Keluarga Everett. Meski ia seolah dijual demi kepentingan keluarga Everett, Lily tetap berharap Theodore akan menyelamatkannya dari neraka, namun Theodore malah tak menganggap Lily sebagai istrinya. Di tengah kehidupan pernikahan mereka yang dipenuhi kebencian dan kesedihan, tiba-tiba Theodore kehilangan ingatan?!",5,2023
The Crown Princess Scandal,5847,ROMANTIC FANTASY,"KITROW, Jeonghyeon",SATURDAY,Medium,76708,4446731,551911,COMPLETED,"Akibat sikap adiknya yang plinplan, Hwayeong terpaksa menjadi kandidat pemilihan putri mahkota. Dia pun membuat rencana untuk diusir dari kekaisaran agar tidak terpilih sebagai putri mahkota, tapi rencana itu gagal karena perseteruannya dengan Putra Mahkota Shinyeong. Parahnya lagi, Hwayeong malah meninggalkan kesan mendalam bagi Permaisuri dan Ibu Suri hingga terpilih sebagai kandidat terbaik!",5,2023
Killer Peter,5846,ACTION,"Lim lina, Kim Junghyun",FRIDAY,Long,760170,50738815,4087262,HIATUS,"Killer legendaris bernama Peter yang kini sudah tua dan sakit-sakitan diincar mati-matian! Setelah tertangkap oleh salah satu kelompok yang mengincarnya, dia menghilang entah ke mana. Ternyata... setelah terluka parah, Peter kembali ke wujudnya saat masih remaja yang lebih kuat dengan raga muda dan sehat. Apa rencana Peter setelah perubahan hidupnya yang tak masuk akal ini?",5,2023
The Red Puddle,5796,THRILLER,Tsaneki,WEDNESDAY,Medium,42952,1816780,205299,COMPLETED,"Kehidupan Alea jatuh berantakan ketika tunangannya, Vino, menjadi korban pembunuh berantai ‘Astronot’. Alea semakin terpuruk ketika ia mulai mengalami teror dan terjebak dalam bayang-bayang kematian Vino. Dihantui rasa bersalah, Alea berusaha untuk mencari kebenaran.",5,2023
Enak Gak Enak,5795,SLICE OF LIFE,Mas Aditiya,"TUESDAY, SATURDAY",Long,163695,18931533,2557051,ONGOING,"Mara sudah terbiasa hidup di kota besar, namun setelah menikah dengan Tresna dia harus rela pindah ke desa. Enak gak enak... dibikin enak aja. Namanya sudah terlanjur cinta!",5,2023
They Wish to Take Away My Child,5794,ROMANTIC FANTASY,"lobster, I Rui",TUESDAY,Medium,200777,8555786,665620,COMPLETED,"Iris Rocca, putri seorang peneliti studi budaya terkenal, menjadi yatim piatu karena kecelakaan yang tak terduga. Dia terpilih sebagai menantu Theo Morphe dan dibesarkan di keluarga Duke Morphe. Setelah 15 tahun berlalu, beberapa bulan sebelum pernikahannya, Iris menggunakan cermin ajaib yang merupakan satu-satunya barang peninggalan ibunya untuk memeriksa masa depannya. Di masa depan itu, Iris menikahi Theo Morphe, dan melahirkan seorang anak tercinta, tapi Iris sakit parah sehingga akhirnya dia diusir oleh selir Theo dan dipaksa meninggalkan anak tersebut. Setelah mengetahui hal ini, Iris meminta Theo untuk membatalkan pertunangan mereka demi mengubah masa depannya yang tidak bahagia. Tapi Theo malah menunjukkan reaksi yang tak terduga.",5,2023
The Age of Arrogance,5793,ROMANTIC FANTASY,"Hansol, SOY MEDIA, lemonfrog",THURSDAY,Medium,530469,31977501,2807840,COMPLETED,"Setelah kematian ayah dan kakak-kakaknya melawan suku barbar, Asha Pervaz turun tangan untuk menggantikan mereka. Kemenangan berhasil ia raih, namun imbalan yang ia terima hanya cemoohan rakyat dan “hak memilih calon suami”, alih-alih hadiah uang untuk membangun kembali wilayahnya. Sadar bahwa Kaisar mempermainkannya, Asha memilih Carlisle Haven Evaristo, sang putra mahkota kekaisaran yang dicabut haknya akibat skandal besar, untuk menjadi suaminya! Asha yakin Carlisle akan menolaknya, namun…",3.5,2023
